"account_id","id","cargo_name","account_name","cargo_type","min_size","max_size","region","matching_region","del_port","redel_port","laycan_start_date","laycan_end_date","duration","email_id","phone_number","latitude","longitude","received_at","process_id"
NULL,"14217","Grain","Pan Ocean Co., Ltd","Dry Bulk","60000","69000","North Pacific","China Japan Range","NOPAC","Singapore-Japan Range","2026-01-22","2026-01-31","0","mail@carisocean.com","(822)7304593","35.6895","139.6917",NULL,"042971"
NULL,"14218","Coal","Pan Ocean Co., Ltd","Dry Bulk","55000","58999","Far East","Far East","Newcastle","Far East","2026-01-22","2026-01-31","0","mail@carisocean.com","(822)7304593","-32.9267","151.7789",NULL,"042971"
NULL,"14219","Coal","Pan Ocean Co., Ltd","Dry Bulk","20000","49999","Far East","Far East","Newcastle","Taiwan","2026-01-23","2026-02-01","0","mail@carisocean.com","(822)7304593","-32.9267","151.7789",NULL,"042971"
NULL,"14220","Coil","Pan Ocean Co., Ltd","General Cargo","50000","69000","Far East","Far East","Korea","Veracruz","2026-01-15","2026-01-17","365","mail@carisocean.com","(822)7304593","35.9078","127.7669",NULL,"115575"
NULL,"14221","Coil","Pan Ocean Co., Ltd","General Cargo","37000","42000","Far East","Far East","Korea","Veracruz","2026-01-18","2026-01-20","0","mail@carisocean.com","(822)7304593","35.9078","127.7669",NULL,"115575"
NULL,"14222","Coil","Pan Ocean Co., Ltd","General Cargo","50000","69000","Far East","Far East","Taiwan","Veracruz","2026-01-20","2026-01-25","365","mail@carisocean.com","(822)7304593","23.6978","120.9605",NULL,"115575"
NULL,"14223","DAP","Pan Ocean Co., Ltd","Dry Bulk","60000","70000","Persian Gulf","Persian Gulf","Ras Al Khair","New Orleans","2026-01-12","2026-01-16","70","mail@carisocean.com","(822)7304593","27.4","49.6",NULL,"250369"
NULL,"14224","Unknown","Pan Ocean Co., Ltd","Dry Bulk","20000","49999","East Coast India","East Coast India","Paradip","Gibraltar-Riga","2026-01-19","2026-01-21","0","mail@carisocean.com","(822)7304593","20.3","86.6",NULL,"250369"
NULL,"14225","Unknown","Pan Ocean Co., Ltd","Dry Bulk","35000","43000","West Australia","West Australia","West Australia","China","2026-01-23","2026-01-26","0","mail@carisocean.com","(822)7304593","-31.95","115.86",NULL,"250369"
NULL,"14226","Bulk Minerals","Seawind","Dry Bulk","50000","59000","East Coast India","East Coast India","Chennai","Dammam","2024-01-09","2024-01-15","25","chartering@seawind.com.hk","+852 60178015","13.0827","80.2707",NULL,"922672"
"TR149P","14227","Bulk Minerals","Seawind","Dry Bulk","50000","59000","East Coast India","East Coast India","Chennai","Dammam","2026-01-09","2026-01-15","25","chartering@seawind.com.hk","+852 60178015","13.0827","80.2707",NULL,"357279"
"TR149P","14228","Coal","Dai An Ocean Shipping","Dry Bulk","80000","109999","East Coast North America","East Coast North America",,"West Coast India","2026-01-20","2026-01-30","0","chartering@interbulkshipping.in","+91-9560504611","36.8508","-76.2859",NULL,"654049"
"TR149P","14229",,"Dai An Ocean Shipping","Dry Bulk","50000","69000","Worldwide","Worldwide",,,"2026-01-15","2026-02-05","1095","chartering@interbulkshipping.in","+91-9560504611",,,NULL,"654049"
"TR149P","14230","Coal","SNS Shipping","Dry Bulk","55000","63000","South East Asia","South East Asia","South Kalimantan","South East Asia","2026-01-15","2026-01-20","25","dhha@snsshipping.co.kr","82-10-5327-4011","-3.0","115.0",NULL,"979553"
"TR149P","14231","Coal","SNS Shipping","Dry Bulk","55000","63000","South East Asia","South East Asia","Meulaboh","India","2026-01-10","2026-01-15","30","dhha@snsshipping.co.kr","82-10-5327-4011","4.1483","96.1267",NULL,"979553"
"TR149P","14232","Steels/Bagged Harmless Fertilizers and Chemicals/Vehicles/General Cargo","SNS Shipping","General Cargo","50000","63000","China Japan Range","China Japan Range","North China","South Africa","2026-01-20","2026-01-25","65","dhha@snsshipping.co.kr","82-10-5327-4011","39.0","117.0",NULL,"979553"
"TR149P","14233","Bulk Harmless Minerals","SNS Shipping","Dry Bulk","55000","63000","South Africa","South Africa","Coega","China","2026-01-25","2026-01-27","50","dhha@snsshipping.co.kr","82-10-5327-4011","-33.9055","25.617",NULL,"979553"
"TR149P","14234",,"PACCLINE",,"58000","66000","0","US Gulf","South West Pass","World Wide","2026-01-15","2026-01-23","1095","handy@energybulk.com","+603 8733 2988","29.0","-89.0",NULL,"045596"
"TR149P","14235","Grains","Cetus","Dry Bulk","34000","45000","West Coast North America","West Coast North America","Vancouver","Manzanillo","2026-01-18","2026-01-24","30","rieck-petersen@shipnet.de","+49 (0)172 410 48 72","49.2827","-123.1207",NULL,"871822"
"TR149P","14236","Grains","Leonidas P.C.","Dry Bulk","82165","82165","East Coast South America","East Coast South America",,"South East Asia","2026-01-08","2026-01-10","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","-23.0","-46.0",NULL,"968865"
"TR149P","14237","Minerals","Key Future","Dry Bulk","82099","82099","US Gulf","US Gulf","Immingham","Singapore-Japan","2025-12-26","2025-12-31","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","53.6125","-0.1909",NULL,"968865"
"TR149P","14238","Sulphur","Paladin Trader","Dry Bulk","40546","40546","Persian Gulf","Persian Gulf","Sohar","Weda or Obi or Morowali","2026-01-05","2026-01-10","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","24.3643","56.7468",NULL,"968865"
"TR149P","14239","Coal","Sagittarius","Dry Bulk","28508","28508","Mediterranean","Mediterranean","Iskenderun","Albania","2026-01-05","2026-01-10","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","36.5872","36.1735",NULL,"968865"
"TR149P","14240","Salt","HPC Vision","Dry Bulk","28338","28338","South East Asia","South East Asia","Lumut","China","2026-01-05","2026-01-10","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","4.2322","100.6298",NULL,"968865"
"TR149P","14241","Coal","TBN","Dry Bulk","80000","80000","South East Asia","South East Asia","Gladstone","East Coast India","2026-02-01","2026-02-10","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","-23.8476","151.2569",NULL,"968865"
"TR149P","14242","Ore","TBN","Dry Bulk","170000","170000","South East Asia","South East Asia","Dampier","Qingdao","2026-01-19","2026-01-21","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","-20.6626","116.7075",NULL,"968865"
"TR149P","14243",,"Anchor",,"52000","64000","0","China Japan Range","CJK","World Wide","2026-01-15","2026-01-25","210","pacific@goldenmaritime.net","00923218279505","35.0","129.0",NULL,"571974"
"TR149P","14244",,"Canfor Ltd","Dry Bulk","28000","38000","East Coast India","East Coast India",,"North Brazil","2026-01-06","2026-01-11","45","chartering@interbulkshipping.in","+91-9711006906","20.0","86.0",NULL,"563702"
NULL,"14245","Salt","Panocean Co., Ltd.","Dry Bulk","50000","69000","OCEANIA","OCEANIA","Western Australia","Korea","2024-01-25","2024-01-31","0","mail@carisocean.com","(822)7304593","-31.9505","115.8605",NULL,"592363"
NULL,"14246","Aluminum Ingots","Star Gulf Shipping Pvt Ltd.","Dry Bulk","7000","15000","Persian Gulf","Persian Gulf","PG (excluding I/I)","Turkey","2026-01-26","2026-01-28","30","Fix@stargulfshipping.com","+962 79 1987866","25.0916","51.5653",NULL,"899127"
NULL,"14247","Coil","Pan Ocean Co., Ltd","Dry Bulk","20000","69000","South Korea","South Korea","South Korea","Constanza","2026-01-11","2026-01-12","0","mail@carisocean.com","(822)7304593","37.5665","126.978",NULL,"491317"
NULL,"14248","Coal","Pan Ocean Co., Ltd","Dry Bulk","58000","64000","East Kalimantan","South East Asia","Muara Berau","Thailand","2026-01-15","2026-01-19","90","mail@carisocean.com","(822)7304593","-0.5333","117.6333",NULL,"491317"
NULL,"14249","Grain","Pan Ocean Co., Ltd","Dry Bulk","60000","69000","North Pacific","China Japan Range","North Pacific","Singapore-Japan Range","2026-01-22","2026-01-31","0","mail@carisocean.com","(822)7304593","35.0","139.0",NULL,"491317"
NULL,"14250","Coal","Pan Ocean Co., Ltd","Dry Bulk","55000","58999","Australia","Far East","Newcastle","Far East","2026-01-22","2026-01-31","0","mail@carisocean.com","(822)7304593","-32.9267","151.7817",NULL,"491317"
NULL,"14251","Coal","Pan Ocean Co., Ltd","Dry Bulk","20000","49999","Australia","Far East","Newcastle","Taiwan","2026-01-23","2026-02-01","0","mail@carisocean.com","(822)7304593","-32.9267","151.7817",NULL,"491317"
NULL,"14252",,"Hanson or Nominee","Dry Bulk","30000","49999","West Coast India","West Coast India","West Coast India","Persian Gulf","2024-01-20","2024-01-23","20","bulk@hansoncarriers.com","+918459221078","15.2993","74.124",NULL,"523040"
NULL,"14253",,"Hanson or Nominee","Dry Bulk","22000","25000","Persian Gulf","Persian Gulf","Bahrain","East Coast India","2024-02-01","2024-02-04","25","bulk@hansoncarriers.com","+918459221078","26.2235","50.5876",NULL,"523040"
NULL,"14254",,"Hanson or Nominee","Dry Bulk","30000","49999","Persian Gulf","Persian Gulf","Persian Gulf","Red Sea","2024-02-05","2024-02-09","25","bulk@hansoncarriers.com","+918459221078","24.0","45.0",NULL,"523040"
"TR149P","14255",,"Falcon","Dry Bulk","56000","66000","South East Asia","South East Asia","Bahodopi","Worldwide","2026-01-10","2026-01-13","90","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-2.0","121.0",NULL,"727401"
"TR149P","14256","Ballast Stones","Navision","Dry Bulk","37000","64000","China Japan Range","China Japan Range","Ningde","West Coast Mexico","2026-01-15","2026-01-20","40","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","26.6612","119.5228",NULL,"727401"
"TR149P","14257","GBFS (Slags Group C)","Navision","Dry Bulk","52000","64000","China Japan Range","China Japan Range","Panjin","US Gulf/US East Coast","2026-01-15","2026-01-20","50","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","41.1881","122.0703",NULL,"727401"
"TR149P","14258","Bulk Clinker","Lighthouse","Dry Bulk","52000","64000","China Japan Range","China Japan Range","CJK","West Coast Central America/West Coast South America","2026-01-19","2026-01-24","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","35.0","139.0",NULL,"727401"
"TR149P","14259","Cement in Bulk","WBC","Dry Bulk","52000","64000","Persian Gulf","Persian Gulf","Dammam","Port Louis","2026-01-15","2026-01-18","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","26.4273","50.0997",NULL,"727401"
"TR149P","14260",,"Canfor Ltd","Dry Bulk","28000","38000","East Coast India","East Coast India","East Coast India","North Brazil","2026-01-06","2026-01-11","45","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","16.0","82.0",NULL,"727401"
"TR149P","14261","Bulk","NMC","Dry Bulk","28000","40000","Mediterranean","Mediterranean","Greece","UK-ARAG","2026-01-12","2026-01-16","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","37.9838","23.7275",NULL,"853068"
"TR149P","14262","Petcoke","Navision","Dry Bulk","35000","58000","Continent","Continent","ARAG","India via Goa or Cape of Good Hope","2026-01-13","2026-01-18","45","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","51.0","4.0",NULL,"853068"
"TR149P","14263","Grains","Navision","Dry Bulk","30000","43000","Continent","Continent","Rouen","West Coast India via Goa or Cape of Good Hope","2026-01-13","2026-01-18","50","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","49.4431","1.0993",NULL,"853068"
"TR149P","14264","Grains","Weco Bulk","Dry Bulk","32000","38000","East Coast South America","East Coast South America","Recalada","Nouakchott","2026-01-15","2026-01-20","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"853068"
"TR149P","14265","Cement","Weco Bulk","Dry Bulk","32000","38000","Mediterranean","Mediterranean","Canakkale","US East Coast","2026-01-16","2026-01-21","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","40.1553","26.4124",NULL,"853068"
"TR149P","14266","Coal","Dava","Dry Bulk","50000","69000","Far East","Far East","Singapore","East Coast India","2026-01-13","2026-01-20","25","chartering@interbulkshipping.in","+91-9650405353","1.3521","103.8198",NULL,"051603"
"TR149P","14267",,"PACCLINE","Dry Bulk","58000","66000","0","South East Asia","SW Pass","Worldwide","2026-01-15","2026-01-23","1095","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","29.0","-89.0",NULL,"220406"
"TR149P","14268","Ballast Stones","Navision","Dry Bulk","37000","37000","Far East","Far East","Ningde","West Coast Mexico","2026-01-15","2026-01-20","40","chartering@interbulkshipping.in","+91-9650405353","26.6612","119.5228",NULL,"506751"
"TR149P","14269","Petcoke","Navision","Dry Bulk","35000","58000","Continent","Continent","ARAG","India","2026-01-13","2026-01-18","45","chartering@interbulkshipping.in","+91-9650405353","51.0","4.0",NULL,"506751"
"TR149P","14270","Grains","Navision","Dry Bulk","30000","43000","Continent","Continent","Rouen","West Coast India","2026-01-13","2026-01-18","50","chartering@interbulkshipping.in","+91-9650405353","49.4432","1.0993",NULL,"506751"
"TR149P","14271","GBFS (Slags Group C)","Navision","Dry Bulk","50000","69000","Far East","Far East","Panjin","US Gulf/US East Coast","2026-01-15","2026-01-20","50","chartering@interbulkshipping.in","+91-9650405353","41.1882","122.0703",NULL,"506751"
"TR149P","14272","Fertilizer","LDC","Dry Bulk","32000","40000","North Africa","North Africa","Safi","Full Brazil","2026-01-10","2026-01-15","0","rieck-petersen@shipnet.de","+49 (0)172 410 48 72","32.2932","-9.2372",NULL,"038285"
"TR149P","14273","Fertilizer","LDC","Dry Bulk","32000","40000","North Africa","North Africa","Safi","Full Brazil","2026-01-10","2026-01-15","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","32.2932","-9.2372",NULL,"082643"
"TR149P","14274","Grains","TMA Bulk Pool","Dry Bulk","38000","40000","South West Pacific","South West Pacific",,"West Coast Central America","2026-01-15","2026-01-19","50","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-35.0","150.0",NULL,"270168"
"TR149P","14275","Fertilizer","TMA B&L Inc.","Dry Bulk","28000","28000","Continent","Continent",,"US Gulf/North Coast South America","2026-01-15","2026-01-20","35","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","51.0","4.0",NULL,"270168"
"TR149P","14276","Grains","TMA B&L Inc.","Dry Bulk","30000","30000","South America","South America","Recalada Pilot Station","US East Coast","2026-01-22","2026-01-27","35","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"270168"
"TR149P","14277","Hot Rolled Steel","Oceana Bulk","Dry Bulk","58000","66000","South America","South America","Recalada","Chittagong","2026-01-24","2026-01-30","0","rieck-petersen@shipnet.de","+49 (0)172 410 48 72","-38.0","-57.0",NULL,"269275"
"TR149P","14278","Bagged Rice","Gujarathi","Dry Bulk","35000","40000","East Coast India","East Coast India",,"West Africa","2026-01-20","2026-01-25","0","chartering@varitasnavigation.com","+91 9730358718","20.0","85.0",NULL,"405271"
"TR149P","14279","Clinker","Gujarathi","Dry Bulk","50000","69000","Far East","Far East","Campha","Chittagong","2026-01-15","2026-01-20","0","chartering@varitasnavigation.com","+91 9730358718","21.0167","107.2833",NULL,"405271"
"TR149P","14280","Gypsum / Limestone","Avenir","Dry Bulk","50000","69000","Persian Gulf","Persian Gulf","Salalah","West Coast India","2026-01-20","2026-01-25","0","chartering@varitasnavigation.com","+91 9730358718","17.0151","54.0928",NULL,"405271"
"TR149P","14281","Clinker","Avenir","Dry Bulk","50000","69000","Vietnam","Vietnam",,"Bangladesh","2026-01-14","2026-01-18","30","chartering@varitasnavigation.com","+91 9730358718","10.0","106.0",NULL,"405271"
"TR149P","14282","Bulk Grains","Hanson","Dry Bulk","50000","79000","Black Sea","Black Sea","Canakkale","Egypt Mediterranean","2026-01-15","2026-01-20","30","chartering@varitasnavigation.com","+91 9730358718","40.1553","26.4124",NULL,"405271"
"TR149P","14283","Clinker","Akij","Dry Bulk","50000","69000","East Coast India","East Coast India",,"Chittagong","2026-01-08","2026-01-10","25","chartering@varitasnavigation.com","+91 9730358718","22.0","91.0",NULL,"405271"
"TR149P","14284","Bulk Grains","Aenav","Dry Bulk","80000","89000","South East Asia","South East Asia",,"Arabian Gulf","2026-01-09","2026-01-15","0","chartering@varitasnavigation.com","+91 9730358718","1.0","103.0",NULL,"405271"
"TR149P","14285","Calcined Petcoke","Canfornav","Dry Bulk","30000","35000","East Coast North America","East Coast North America","Port Arthur","Seven Islands","2026-01-12","2026-01-17","25","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","29.8849","-93.8935",NULL,"488741"
NULL,"14286","Coil","Pan Ocean Co., Ltd","General Cargo","20000","69000","South Korea","South Korea","South Korea","Constanza","2026-01-11","2026-01-12","0","mail@carisocean.com","(822)7304593","37.5665","126.978",NULL,"148408"
NULL,"14287","Coal","Pan Ocean Co., Ltd","Dry Bulk","58000","64000","East Kalimantan","South East Asia","Muara Berau","Thailand","2026-01-15","2026-01-19","90","mail@carisocean.com","(822)7304593","-0.5333","117.6333",NULL,"148408"
NULL,"14288","Grain","Pan Ocean Co., Ltd","Dry Bulk","60000","69000","North Pacific","China Japan Range","North Pacific","Singapore-Japan Range","2026-01-22","2026-01-31","0","mail@carisocean.com","(822)7304593","35.6895","139.6917",NULL,"148408"
